State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Measure Description",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"25th Percentile","75th Percentile",Notes,Source,Location
"Rhode Island","Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 6 Months: 18-64",2015,"Medicaid & CHIP",Administrative,37.2,29,33.7,29.4,37.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(41.6772, -71.5101)"
"South Carolina","Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",36.3,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(33.8191, -80.9066)"
Maryland,"Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment",ABA-AD,"Percentage with a BMI Percentile Documented: 18-64",2015,"Medicaid & CHIP",Hybrid,84.7,29,76.6,9.7,82.8,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(39.0724, -76.7902)"
Iowa,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",42.1,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(42.0046, -93.214)"
Colorado,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",42.4,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(39.0646, -105.3272)"
Michigan,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64",2015,Medicaid,Administrative,49.7,29,48.6,44.1,51.9,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(43.3504, -84.5603)"
Alabama,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,Medicaid,Administrative,33.1,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.799, -86.8073)"
"New Mexico","Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",36.7,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(34.8375, -106.2371)"
Mississippi,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64",2015,Medicaid,Administrative,41.2,30,37.7,30.9,56.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.7673, -89.6812)"
California,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64",2015,Medicaid,Administrative,67.1,30,57.3,45.6,69.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(36.17, -119.7462)"
Tennessee,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64",2015,Medicaid,Administrative,48.6,29,48.6,44.1,51.9,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(35.7449, -86.7489)"
Arkansas,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64",2015,"Medicaid & Dual Eligibles",Administrative,70.7,37,81.9,77.6,85.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(34.9513, -92.3809)"
Delaware,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64",2015,"Medicaid & Dual Eligibles",Administrative,48.6,29,48.6,44.1,51.9,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(39.3498, -75.5148)"
Mississippi,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,Medicaid,Administrative,56.1,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.7673, -89.6812)"
Alabama,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 6 Months: 18-64",2015,Medicaid,Administrative,20.2,29,33.7,29.4,37.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.799, -86.8073)"
Connecticut,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64",2015,"Medicaid & CHIP",Administrative,38.4,30,37.7,30.9,56.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(41.5834, -72.7622)"
Georgia,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia",SAA-AD,"Percentage with Schizophrenia who Remained on Antipsychotic Medication: 19-64",2015,"Medicaid & CHIP",Administrative,60.9,25,62.4,58.1,68.7,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.9866, -83.6487)"
Kentucky,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64",2015,"Medicaid & Dual Eligibles",Administrative,53.5,30,57.3,45.6,69.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(37.669, -84.6514)"
Minnesota,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,"Medicaid & Dual Eligibles",Administrative,61.7,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(45.7326, -93.9196)"
"New York","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated and Engaged in Treatment: 18-64",2015,Medicaid,Administrative,21.0,26,14.7,6.9,20.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(42.1497, -74.9384)"
Oregon,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,"Medicaid & CHIP & Dual Eligibles",Administrative,44.3,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.5672, -122.1269)"
Pennsylvania,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,Medicaid,Hybrid,66.1,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(40.5773, -77.264)"
Louisiana,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated and Engaged in Treatment: 18-64",2015,"Medicaid & CHIP",Administrative,7.9,26,14.7,6.9,20.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(31.1801, -91.8749)"
Nevada,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",27.0,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(38.4199, -117.1219)"
"North Carolina","Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,Medicaid,Administrative,41.4,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(35.6411, -79.8431)"
"New Jersey","Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",47.1,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(40.314, -74.5089)"
"Rhode Island","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64",2015,"Medicaid & CHIP",Administrative,74.6,30,57.3,45.6,69.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(41.6772, -71.5101)"
Oklahoma,"Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,"Medicaid & Dual Eligibles",Administrative,22.4,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(35.5376, -96.9247)"
Pennsylvania,"Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,Medicaid,Hybrid,62.2,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(40.5773, -77.264)"
Missouri,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,"Medicaid & CHIP",Administrative,47.2,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.4623, -92.302)"
"South Carolina","Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment",ABA-AD,"Percentage with a BMI Percentile Documented: 18-64",2015,Medicaid,Administrative,8.4,29,76.6,9.7,82.8,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(33.8191, -80.9066)"
Colorado,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,"Medicaid & Dual Eligibles",Administrative,55.5,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(39.0646, -105.3272)"
Massachusetts,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64",2015,Medicaid,"Administrative & Hybrid",89.4,37,81.9,77.6,85.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(42.2373, -71.5314)"
Michigan,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,Medicaid,Administrative,68.2,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(43.3504, -84.5603)"
Louisiana,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64",2015,"Medicaid & CHIP",Administrative,37.5,30,57.3,45.6,69.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(31.1801, -91.8749)"
Colorado,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64",2015,"Medicaid & Dual Eligibles",Hybrid,82.2,37,81.9,77.6,85.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(39.0646, -105.3272)"
"New Mexico","Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment",ABA-AD,"Percentage with a BMI Percentile Documented: 18-64",2015,Medicaid,Administrative,5.3,29,76.6,9.7,82.8,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(34.8375, -106.2371)"
Massachusetts,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,Medicaid,Administrative,72.2,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(42.2373, -71.5314)"
Michigan,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,Medicaid,Administrative,70.2,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(43.3504, -84.5603)"
Missouri,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64",2015,"Medicaid & CHIP",Administrative,32.4,30,37.7,30.9,56.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.4623, -92.302)"
Florida,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",34.4,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(27.8333, -81.717)"
Montana,"Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,"Medicaid & Dual Eligibles",Administrative,35.3,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(46.9048, -110.3261)"
Texas,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64",2015,Medicaid,Administrative,34.9,26,37.1,32.2,42.4,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(31.106, -97.6475)"
Ohio,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,Medicaid,Administrative,56.0,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(40.3736, -82.7755)"
Connecticut,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 6 Months: 18-64",2015,"Medicaid & CHIP",Administrative,48.9,29,33.7,29.4,37.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(41.5834, -72.7622)"
"Rhode Island","Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",53.0,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(41.6772, -71.5101)"
Kentucky,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",41.7,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(37.669, -84.6514)"
