State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,Source,Location
Oklahoma,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2016,"Medicaid & CHIP & Dual Eligibles",Administrative,80,32,85.9,83.4,89.3,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(35.5376, -96.9247)"
"South Carolina","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Drug Dependence who Initiated Treatment: Ages 18-64",2016,Medicaid,Administrative,32.5,26,35.7,32.5,39.8,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(33.8191, -80.9066)"
California,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Drug Dependence who Initiated Treatment: Ages 18-64",2016,Medicaid,Administrative,45.5,26,35.7,32.5,39.8,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(36.17, -119.7462)"
Georgia,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2016,"Medicaid & CHIP",Hybrid,58,36,54.3,49.6,63.4,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(32.9866, -83.6487)"
Louisiana,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50-74",BCS-AD,"Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64",2016,"Medicaid & CHIP",Administrative,52.1,35,52.3,47.9,60.6,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(31.1801, -91.8749)"
"New York","Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50-74",BCS-AD,"Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64",2016,Medicaid,Administrative,68.9,35,52.3,47.9,60.6,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(42.1497, -74.9384)"
Connecticut,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2016,"Medicaid & CHIP",Administrative,58.4,36,59.7,48.4,70.6,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(41.5834, -72.7622)"
Montana,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,"Medicaid & Dual Eligibles",Administrative,17.6,25,18.5,27.9,15.1,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(46.9048, -110.3261)"
Oregon,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64",2016,"Medicaid & CHIP & Dual Eligibles",Administrative,18.6,26,13.7,6.9,17.9,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(44.5672, -122.1269)"
Tennessee,"Care of Acute and Chronic Conditions","Adult Core Set","Controlling High Blood Pressure: Ages 18-85",CBP-AD,"Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled (<140/90) During the Measurement Year: Ages 18-85",2016,Medicaid,Hybrid,55,26,54.9,48.2,62.1,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(35.7449, -86.7489)"
Tennessee,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 08: Heart Failure Admission Rate: Age 18 and Older",PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,Medicaid,Administrative,23.1,25,20.8,29.6,14,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(35.7449, -86.7489)"
"New Mexico","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2016,Medicaid,Administrative,60.9,36,59.7,48.4,70.6,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(34.8375, -106.2371)"
Arkansas,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 08: Heart Failure Admission Rate: Age 18 and Older",PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,Medicaid,Administrative,36,25,20.8,29.6,14,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(34.9513, -92.3809)"
Wyoming,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 08: Heart Failure Admission Rate: Age 18 and Older",PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,"Medicaid & Dual Eligibles",Administrative,4.8,25,20.8,29.6,14,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(42.7475, -107.2085)"
Iowa,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64",2016,Medicaid,Administrative,18.5,26,13.7,6.9,17.9,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(42.0046, -93.214)"
Delaware,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50-74",BCS-AD,"Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64",2016,"Medicaid & Dual Eligibles",Administrative,56.6,35,52.3,47.9,60.6,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(39.3498, -75.5148)"
"North Carolina","Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women: Ages 21-24",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24",2016,Medicaid,Administrative,59.4,37,59.4,55.7,66.4,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(35.6411, -79.8431)"
Georgia,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2016,"Medicaid & CHIP",Administrative,35.7,36,38.3,31.2,55.3,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(32.9866, -83.6487)"
Minnesota,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64",2016,"Medicaid & Dual Eligibles",Administrative,52.9,39,52.8,47.9,62.8,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(45.7326, -93.9196)"
Massachusetts,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64",SSD-AD,"Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64",2016,Medicaid,Administrative,79.6,25,78.6,73,81.2,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(42.2373, -71.5314)"
"District of Columbia","Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64",2016,"Medicaid & CHIP & Dual Eligibles",Hybrid,82.7,37,83.3,78.8,86.2,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(38.8964, -77.0262)"
"Rhode Island","Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64",2016,"Medicaid & CHIP",Hybrid,90,37,83.3,78.8,86.2,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(41.6772, -71.5101)"
Ohio,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2016,"Medicaid & CHIP",Administrative,46.1,36,38.3,31.2,55.3,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(40.3736, -82.7755)"
Montana,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2016,"Medicaid & Dual Eligibles",Administrative,34.1,36,54.3,49.6,63.4,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(46.9048, -110.3261)"
"New Mexico","Care of Acute and Chronic Conditions","Adult Core Set","Controlling High Blood Pressure: Ages 18-85",CBP-AD,"Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled (<140/90) During the Measurement Year: Ages 18-85",2016,Medicaid,Hybrid,53.7,26,54.9,48.2,62.1,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(34.8375, -106.2371)"
"District of Columbia","Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64",SAA-AD,"Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64",2016,"Medicaid & CHIP & Dual Eligibles",Administrative,32.3,28,60.6,55.4,67.2,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(38.8964, -77.0262)"
"New Hampshire","Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64",2016,"Medicaid & Dual Eligibles",Hybrid,52.2,39,52.8,47.9,62.8,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(43.4108, -71.5653)"
"New Hampshire","Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2016,Medicaid,Administrative,83.6,32,85.9,83.4,89.3,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(43.4108, -71.5653)"
Colorado,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64",SSD-AD,"Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64",2016,"Medicaid & Dual Eligibles",Administrative,73.4,25,78.6,73,81.2,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(39.0646, -105.3272)"
Washington,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64",SAA-AD,"Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64",2016,"Medicaid & CHIP",Administrative,67.1,28,60.6,55.4,67.2,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(47.3917, -121.5708)"
Maryland,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2016,"Medicaid & CHIP",Administrative,89.2,32,85.9,83.4,89.3,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(39.0724, -76.7902)"
Missouri,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64",2016,"Medicaid & CHIP",Administrative,17,26,13.7,6.9,17.9,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(38.4623, -92.302)"
Arkansas,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64",2016,Medicaid,Administrative,71.6,37,83.3,78.8,86.2,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(34.9513, -92.3809)"
"District of Columbia","Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2016,"Medicaid & CHIP & Dual Eligibles",Administrative,84.1,32,85.9,83.4,89.3,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(38.8964, -77.0262)"
California,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2016,Medicaid,Administrative,65.5,36,59.7,48.4,70.6,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(36.17, -119.7462)"
Washington,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,"Medicaid & CHIP",Administrative,15.1,25,18.5,27.9,15.1,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(47.3917, -121.5708)"
Vermont,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64",2016,"Medicaid & CHIP",Administrative,52.6,33,37.1,31.2,39.6,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(44.0407, -72.7093)"
Nevada,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2016,Medicaid,Administrative,66.7,36,59.7,48.4,70.6,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(38.4199, -117.1219)"
Iowa,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,Medicaid,Administrative,47,25,18.5,27.9,15.1,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(42.0046, -93.214)"
Connecticut,"Care of Acute and Chronic Conditions","Adult Core Set","Controlling High Blood Pressure: Ages 18-85",CBP-AD,"Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled (<140/90) During the Measurement Year: Ages 18-85",2016,"Medicaid & CHIP",Hybrid,47.6,26,54.9,48.2,62.1,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(41.5834, -72.7622)"
Massachusetts,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2016,Medicaid,Hybrid,69.7,36,54.3,49.6,63.4,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(42.2373, -71.5314)"
Illinois,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2016,"Medicaid & CHIP",Administrative,26.3,36,38.3,31.2,55.3,,"Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.","(40.3363, -89.0022)"
