State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,"State Specific Comments",Source,"Rate Used in Calculating State Mean and Median"
Iowa,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64",SAA-AD,"Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64",2018,Medicaid,Administrative,37.5,33,57.7,54.4,64.9,,"Rate includes FFS and managed care populations (3 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. For a small number of beneficiaries who received injections, the state was unable to calculate the proportion of days covered (PDC) and converted 80 percent of PDC to 9 injections and used the entire measurement year as the treatment period for injections. State attributes lower rate to ongoing issues with MCO pharmacy encounter claims.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18-64",2018,Medicaid,Administrative,29.6,33,50.3,47,52.6,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64",2018,Medicaid,Administrative,21.4,33,34.8,30.6,37.6,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64",SSD-AD,"Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64",2018,Medicaid,Administrative,80.8,32,80.1,76.9,82.4,,"Rate includes FFS and managed care populations (3 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,48.8,31,38.4,30.2,49.3,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,59.3,31,54.5,45.3,59.3,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,40.7,30,11.7,6.4,17.9,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,44.7,30,17.1,10.7,27.5,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2018,Medicaid,Administrative,32.8,43,38,30.5,51,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Numerators include services with a primary diagnosis of mental health diagnosis or mental illness because provider type is not well-populated in the state's data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2018,Medicaid,Administrative,59.8,42,58.6,51.1,67,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Numerators include services with a primary diagnosis of mental health diagnosis or mental illness because provider type is not well-populated in the state's data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,Medicaid,Administrative,34.9,32,38.8,36.3,41.5,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State did not allow for multiple engagement visits on the same day in calculation of Engagement rates.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,Medicaid,Administrative,20.2,32,11.6,7.7,15.3,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State did not allow for multiple engagement visits on the same day in calculation of Engagement rates.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,Medicaid,Administrative,37.2,32,46.3,38.4,56.7,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State did not allow for multiple engagement visits on the same day in calculation of Engagement rates.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,Medicaid,Administrative,29.1,32,25.4,13.6,35.6,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State did not allow for multiple engagement visits on the same day in calculation of Engagement rates.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,Medicaid,Administrative,37.0,32,38.5,34.7,40.9,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State did not allow for multiple engagement visits on the same day in calculation of Engagement rates.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,Medicaid,Administrative,15.3,32,11.2,8.7,13.3,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State did not allow for multiple engagement visits on the same day in calculation of Engagement rates.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,Medicaid,Administrative,34.2,34,40,36.2,43.7,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State did not allow for multiple engagement visits on the same day in calculation of Engagement rates.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,Medicaid,Administrative,19.2,34,14.5,9.9,19.6,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State did not allow for multiple engagement visits on the same day in calculation of Engagement rates.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2018,Medicaid,Administrative,74.5,36,87.3,85.3,89.2,,"Rate includes FFS and managed care populations (3 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State applied optional exclusions.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19-50",2018,Medicaid,Administrative,35.8,28,52.8,48.3,54.3,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 51-64",2018,Medicaid,Administrative,32.6,27,55.1,50.1,60.1,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19-64",2018,Medicaid,Administrative,35.2,27,53.1,49.9,56.6,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64",2018,Medicaid,Administrative,55.4,38,85.3,80.5,87.2,,"Rate includes FFS and managed care populations (3 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State applied optional exclusions.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Care of Acute and Chronic Conditions","Adult Core Set","Plan All-Cause Readmissions: Ages 18-64",PCR-AD,"Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18-64",2018,Medicaid,Administrative,1.0416,25,0.8853,1.0318,0.7822,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Beneficiary Months: Ages 18-64",2018,Medicaid,Administrative,21.1,28,16.4,21.3,13.3,,"Rate includes FFS and managed care populations (3 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State used the codes in the Pregnancy Value Set instead of Major Diagnostic Category (MDC) Code Admit = 14 (Pregnancy, Childbirth, and Puerperium). State used codes for transfers from an ambulatory surgical center and transfers from hospice in the Point of Origin field of claims instead of admission source codes for transfers from other hospitals or health facilities (including long-term care).","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Iowa,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older",PQI05-AD,"Inpatient Hospital Admissions for Chronic Obstructive Pulmonary Disease (COPD) or Asthma per 100,00 Beneficiary Months: Ages 40-64",2018,Medicaid,Administrative,92.5,25,94.5,112.5,56.7,,"Rate includes FFS and managed care populations (3 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State replaced codes for the numerator with the following Value Sets: Acute Inpatient, COPD, and Asthma. State used the Pregnancy and Pregnancy Diagnosis Value Sets instead of Major Diagnostic Category (MDC) Code Admit =14 (Pregnancy, Childbirth, and Puerperium). State used Cystic Fibrosis Value Set instead of the Diagnosis-Related Group (DRG) Grouper for cystic fibrosis or anomalies of the respiratory system. State used codes for transfers from an ambulatory surgical center and transfers from hospice in the Point of Origin claims field instead of admission source codes for transfers from other hospitals or health facilities (including long-term care).","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
