State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,"State Specific Comments",Source,Location
Louisiana,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64",SSD-AD,"Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64",2017,"Medicaid & CHIP",Administrative,80.4,30,78.9,73.6,80.6,,"Rate includes FFS and managed care populations (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Louisiana
(30.921314, -91.840238)"
Hawaii,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64",SAA-AD,"Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64",2017,"Medicaid & Dual Eligibles",Administrative,66.5,31,61.9,56.6,66.2,,"Rate includes managed care population (5 MCOs).","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Hawaii
(21.361013, -157.854309)"
Delaware,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 08: Heart Failure Admission Rate: Age 18 and Older",PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Enrollee Months: Ages 18-64",2017,"Medicaid & Dual Eligibles",Administrative,29.7,25,21.9,30.8,16.4,,"Rate includes managed care population (2 MCOs), representing 90 percent of the population. Rate excludes FFS population, representing 10 percent of the population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Delaware
(38.994926, -75.452394)"
"New Mexico","Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64 Years",2017,Medicaid,Hybrid,53.6,40,55.0,48.4,60.1,,"Rate includes managed care population (4 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 132,825. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New Mexico
(34.421369, -106.108388)"
Oklahoma,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64",2017,"Medicaid & CHIP & Dual Eligibles",Administrative,71.5,38,84.5,78.4,87.4,,"Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Oklahoma
(35.583449, -97.508297)"
California,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2017,Medicaid,Administrative,86.6,36,86.8,85.0,89.0,,"Rate includes FFS and managed care populations (26 MCOs) age 18 and older. Rate excludes Medicare-Medicaid Dual Eligibles. Rate is provisional due to changes in the Medicaid program and data systems during this period.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","California
(37.211164, -119.662127)"
Connecticut,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2017,Medicaid,Administrative,60.8,43,63.6,54.8,74.6,,"Rates include FFS population age 21 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were audited by a certified HEDIS auditor.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Connecticut
(41.575155, -72.738288)"
Missouri,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18-64",2017,"Medicaid & CHIP",Administrative,40.0,33,50.4,45.5,52.6,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Missouri
(38.3675, -92.477244)"
Maryland,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2017,"Medicaid & CHIP",Administrative,65.7,43,63.6,54.8,74.6,,"Rates include managed care population (8 MCOs), representing 69 percent of the population. Rates exclude FFS population, representing 31 percent of the population, and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Maryland
(38.946466, -76.687282)"
Florida,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2017,Medicaid,Administrative,91.8,36,86.8,85.0,89.0,,"Rate includes managed care population (17 MCOs) age 18 and older, representing 69 percent of the population. Rate excludes FFS population, representing 31 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were validated by HEDIS auditor.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Florida
(28.260731, -82.420978)"
Massachusetts,"Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment: Ages 18-74",ABA-AD,"Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18-64 Years",2017,"Medicaid & Dual Eligibles",Hybrid,90.6,32,78.6,27.6,87.7,,"Rate includes PCCM, integrated care model, and managed care populations (6 MCOs), representing 64 percent of the population. Rate excludes FFS population, representing 36 percent of the population. Denominator is the sample size; measure-eligible population is 280,410.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Massachusetts
(42.151077, -71.481104)"
California,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2017,Medicaid,Administrative,56.2,42,41.9,33.5,59.4,,"Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Rates are provisional due to changes in the Medicaid program and data systems during this period.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","California
(37.211164, -119.662127)"
"New York","Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75",HPC-AD,"Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18-64",2017,"Medicaid & CHIP",Hybrid,34.2,27,41.9,47.6,36.0,,"Rate includes managed care population (18 MCOs), representing 76 percent of the population. Rate excludes FFS population, representing 24 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 187,631. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New York
(42.921241, -75.59655)"
Delaware,"Care of Acute and Chronic Conditions","Adult Core Set","Controlling High Blood Pressure: Ages 18-85",CBP-AD,"Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled (<140/90 mmHg) During the Measurement Year: Ages 18-64",2017,"Medicaid & Dual Eligibles",Hybrid,50.2,26,56.7,52.5,65.9,,"Rate includes managed care population (2 MCOs), representing 90 percent of the population. Rate excludes FFS population, representing 10 percent of the population. Denominator is the sample size; measure-eligible population is 11,041.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Delaware
(38.994926, -75.452394)"
Mississippi,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64",SSD-AD,"Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64",2017,Medicaid,Administrative,66.4,30,78.9,73.6,80.6,,"Rate includes managed care population (2 MCOs), representing 68 percent of the population. Rate excludes FFS population, representing 32 percent of the population, and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Mississippi
(32.713378, -89.65344)"
Georgia,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2017,"Medicaid & CHIP",Hybrid,52.5,39,60.1,54.1,65.9,,"Rate includes managed care population (4 MCOs), representing 81 percent of the population. Rate excludes FFS population, representing 19 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 62,678. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Georgia
(32.638481, -83.426574)"
Massachusetts,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64",2017,"Medicaid & Dual Eligibles",Administrative,34.1,34,34.9,29.4,37.6,,"Rates include PCCM, integrated care model, and managed care populations (6 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Massachusetts
(42.151077, -71.481104)"
Ohio,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2017,"Medicaid & CHIP",Administrative,65.8,43,63.6,54.8,74.6,,"Rates include FFS and managed care populations (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Ohio
(40.415534, -82.70936)"
Kentucky,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2017,"Medicaid & Dual Eligibles",Administrative,89.4,36,86.8,85.0,89.0,,"Rate includes managed care population (5 MCOs) age 18 and older, representing 90 percent of the population. Rate excludes FFS population, representing 10 percent of the population. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Kentucky
(37.526683, -85.290484)"
Illinois,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64 Years",2017,"Medicaid & CHIP",Administrative,51.7,40,55.0,48.4,60.1,,"Rate includes FFS, PCCM, integrated care model, and managed care populations (13 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Illinois
(40.124144, -89.148632)"
Minnesota,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64",2017,"Medicaid & CHIP & Dual Eligibles",Administrative,36.1,34,34.9,29.4,37.6,,"Rates include FFS and managed care populations (8 MCOs). Rates include paid claims only. Rates were audited by a certified HEDIS auditor.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Minnesota
(46.349153, -94.198308)"
Hawaii,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2017,Medicaid,Hybrid,54.7,39,60.1,54.1,65.9,,"Rate includes managed care population (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Denominator is the measure-eligible population; sample size is not available.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Hawaii
(21.361013, -157.854309)"
