"state","population","measure_abbreviation","state_rate","ffy"
"Washington","Medicaid","PPC-AD","58.8","2018"
"Washington","Medicaid","ABA-AD","89.0","2018"
"Washington","Medicaid","BCS-AD","55.3","2018"
"Washington","Medicaid","CCS-AD","56.9","2018"
"Washington","Medicaid","CHL-AD","60.6","2018"
"West Virginia","Medicaid","HPC-AD","40.5","2018"
"West Virginia","Medicaid","CBP-AD","58.4","2018"
"West Virginia","Medicaid","PPC-AD","65.4","2018"
"West Virginia","Medicaid","ABA-AD","88.5","2018"
"West Virginia","Medicaid","CHL-AD","48.9","2018"
"Wisconsin","Medicaid","AMM-AD","62.0","2018"
"Wisconsin","Medicaid","AMM-AD","45.9","2018"
"Wisconsin","Medicaid","FUH-AD","42.7","2018"
"Wisconsin","Medicaid","FUH-AD","66.2","2018"
"Wisconsin","Medicaid","IET-AD","39.9","2018"
"Wisconsin","Medicaid","IET-AD","14.4","2018"
"Wisconsin","Medicaid","IET-AD","52.1","2018"
"Wisconsin","Medicaid","IET-AD","30.3","2018"
"Wisconsin","Medicaid","IET-AD","38.9","2018"
"Wisconsin","Medicaid","IET-AD","11.1","2018"
"Wisconsin","Medicaid","IET-AD","40.0","2018"
"Wisconsin","Medicaid","IET-AD","15.8","2018"
"Wisconsin","Medicaid","HA1C-AD","91.7","2018"
"Wisconsin","Medicaid","CBP-AD","59.7","2018"
"Wisconsin","Medicaid","PPC-AD","67.3","2018"
"Wisconsin","Medicaid","ABA-AD","49.6","2018"
"Wisconsin","Medicaid","BCS-AD","65.4","2018"
"Alabama","Medicaid","SAA-AD","67.7","2019"
"Alabama","Medicaid","AMM-AD","53.3","2019"
"Alabama","Medicaid","AMM-AD","24.6","2019"
"Alabama","Medicaid","SSD-AD","77.2","2019"
"Alabama","Medicaid","FUA-AD","6.6","2019"
"Alabama","Medicaid","FUA-AD","8.5","2019"
"Alabama","Medicaid","FUM-AD","30.0","2019"
"Alabama","Medicaid","FUM-AD","44.2","2019"
"Alabama","Medicaid","FUH-AD","32.0","2019"
"Alabama","Medicaid","FUH-AD","50.2","2019"
"Alabama","Medicaid","IET-AD","40.8","2019"
"Alabama","Medicaid","IET-AD","3.9","2019"
"Alabama","Medicaid","IET-AD","36.2","2019"
"Alabama","Medicaid","IET-AD","4.6","2019"
"Alabama","Medicaid","IET-AD","40.5","2019"
"Alabama","Medicaid","IET-AD","4.0","2019"
"Alabama","Medicaid","IET-AD","39.0","2019"
"Alabama","Medicaid","IET-AD","4.5","2019"
"Alabama","Medicaid","OHD-AD","3.5","2019"
"Alabama","Medicaid","MPM-AD","87.7","2019"
"Alabama","Medicaid","AMR-AD","63.7","2019"
"Alabama","Medicaid","AMR-AD","63.2","2019"
"Alabama","Medicaid","AMR-AD","63.5","2019"
"Alabama","Medicaid","HA1C-AD","77.4","2019"
"Alabama","Medicaid","CBP-AD","8.3","2019"
"Alabama","Medicaid","PQI01-AD","43.5","2019"
"Alabama","Medicaid","PQI05-AD","226.2","2019"
"Alabama","Medicaid","PQI08-AD","77.1","2019"
"Alabama","Medicaid","PQI15-AD","13.2","2019"
"Alabama","Medicaid","CCP-AD","4.7","2019"
"Alabama","Medicaid","CCP-AD","40.2","2019"
"Alabama","Medicaid","CCP-AD","0.2","2019"
"Alabama","Medicaid","CCP-AD","8.9","2019"
"Alabama","Medicaid","PPC-AD","60.6","2019"
"Alabama","Medicaid","ABA-AD","62.5","2019"
"Alabama","Medicaid","BCS-AD","41.5","2019"
"Alabama","Medicaid","CCS-AD","38.5","2019"
"Alabama","Medicaid","CHL-AD","10.0","2019"
"Arizona","Medicaid","FUA-AD","20.5","2019"
"Arizona","Medicaid","FUA-AD","27.8","2019"
"Arizona","Medicaid","FUM-AD","47.3","2019"
"Arizona","Medicaid","FUM-AD","58.5","2019"
"Arizona","Medicaid","PQI15-AD","7.1","2019"
"Arkansas","Medicaid","SAA-AD","56.0","2019"
"Arkansas","Medicaid","AMR-AD","41.5","2019"
"Arkansas","Medicaid","AMR-AD","35.6","2019"
"Arkansas","Medicaid","AMR-AD","40.3","2019"
"California","Medicaid","SAA-AD","56.5","2019"
"California","Medicaid","SSD-AD","76.7","2019"
"California","Medicaid","FUA-AD","6.4","2019"
"California","Medicaid","FUA-AD","12.2","2019"
"California","Medicaid","FUM-AD","49.4","2019"
"California","Medicaid","FUM-AD","62.3","2019"
"California","Medicaid","FUH-AD","59.0","2019"
"California","Medicaid","FUH-AD","69.4","2019"
"California","Medicaid","IET-AD","33.8","2019"
"California","Medicaid","IET-AD","7.2","2019"
"California","Medicaid","IET-AD","41.7","2019"
"California","Medicaid","IET-AD","15.4","2019"
"California","Medicaid","IET-AD","37.6","2019"
"California","Medicaid","IET-AD","9.9","2019"
"California","Medicaid","IET-AD","36.7","2019"
"California","Medicaid","IET-AD","9.6","2019"
"California","Medicaid","OHD-AD","5.0","2019"
"California","Medicaid","MPM-AD","87.9","2019"
"California","Medicaid","AMR-AD","53.4","2019"
"California","Medicaid","AMR-AD","58.8","2019"
"California","Medicaid","AMR-AD","55.3","2019"
"California","Medicaid","HPC-AD","33.9","2019"
"California","Medicaid","HA1C-AD","87.0","2019"
"California","Medicaid","CBP-AD","64.8","2019"
"California","Medicaid","PCR-AD","1.1613","2019"
"California","Medicaid","BCS-AD","56.7","2019"
"California","Medicaid","CCS-AD","58.0","2019"
"California","Medicaid","CHL-AD","65.2","2019"
"Colorado","Medicaid","FUM-AD","24.0","2019"
"Colorado","Medicaid","FUM-AD","31.4","2019"
"Colorado","Medicaid","CCS-AD","40.0","2019"
"Delaware","Medicaid","PQI15-AD","7.9","2019"
"Delaware","Medicaid","CCP-AD","20.3","2019"
"Delaware","Medicaid","CCP-AD","46.8","2019"
"Delaware","Medicaid","CCP-AD","9.8","2019"
"Delaware","Medicaid","CCP-AD","18.6","2019"
"Delaware","Medicaid","PPC-AD","52.3","2019"
"Delaware","Medicaid","CCS-AD","48.4","2019"
"Delaware","Medicaid","CHL-AD","65.0","2019"
"Florida","Medicaid","SAA-AD","61.8","2019"
"Florida","Medicaid","AMM-AD","52.8","2019"
"Florida","Medicaid","AMM-AD","37.2","2019"
"Florida","Medicaid","SSD-AD","81.5","2019"
"Florida","Medicaid","FUA-AD","6.4","2019"
"Florida","Medicaid","FUA-AD","8.6","2019"
"Florida","Medicaid","FUM-AD","28.9","2019"
"Florida","Medicaid","FUM-AD","44.6","2019"
"Florida","Medicaid","FUH-AD","21.8","2019"
"Florida","Medicaid","FUH-AD","40.0","2019"
"Florida","Medicaid","IET-AD","44.5","2019"
"Florida","Medicaid","IET-AD","5.2","2019"
"Florida","Medicaid","IET-AD","44.1","2019"
"Florida","Medicaid","IET-AD","10.5","2019"
"Florida","Medicaid","IET-AD","41.1","2019"
"Florida","Medicaid","IET-AD","4.5","2019"
"Florida","Medicaid","IET-AD","41.3","2019"
"Florida","Medicaid","IET-AD","6.2","2019"
"Florida","Medicaid","MPM-AD","93.1","2019"
"Florida","Medicaid","AMR-AD","55.3","2019"
"Florida","Medicaid","AMR-AD","53.2","2019"
"Florida","Medicaid","AMR-AD","54.6","2019"
"Florida","Medicaid","HPC-AD","42.3","2019"
"Florida","Medicaid","HA1C-AD","85.8","2019"
"Florida","Medicaid","CBP-AD","64.4","2019"
"Florida","Medicaid","CCP-AD","9.7","2019"
"Florida","Medicaid","CCP-AD","37.1","2019"
"Florida","Medicaid","CCP-AD","0.1","2019"
"Florida","Medicaid","CCP-AD","7.2","2019"
"Florida","Medicaid","PPC-AD","63.3","2019"
"Florida","Medicaid","ABA-AD","88.9","2019"
"Florida","Medicaid","BCS-AD","60.1","2019"
"Florida","Medicaid","CCS-AD","59.9","2019"
"Florida","Medicaid","CHL-AD","70.7","2019"
"Georgia","Medicaid","AMR-AD","53.8","2019"
"Georgia","Medicaid","AMR-AD","46.3","2019"
"Georgia","Medicaid","AMR-AD","51.6","2019"
"Georgia","Medicaid","PCR-AD","0.6675","2019"
"Georgia","Medicaid","CCS-AD","49.1","2019"
"Georgia","Medicaid","CHL-AD","63.0","2019"
"Indiana","Medicaid","SAA-AD","58.9","2019"
"Indiana","Medicaid","AMM-AD","55.7","2019"
"Indiana","Medicaid","AMM-AD","38.9","2019"
"Indiana","Medicaid","SSD-AD","76.8","2019"
"Indiana","Medicaid","FUA-AD","9.3","2019"
"Indiana","Medicaid","FUA-AD","13.9","2019"
"Indiana","Medicaid","FUH-AD","38.1","2019"
"Indiana","Medicaid","FUH-AD","57.3","2019"
"Indiana","Medicaid","IET-AD","49.0","2019"
"Indiana","Medicaid","IET-AD","18.7","2019"
"Indiana","Medicaid","IET-AD","66.0","2019"
"Indiana","Medicaid","IET-AD","36.3","2019"
"Indiana","Medicaid","IET-AD","51.9","2019"
"Indiana","Medicaid","IET-AD","16.7","2019"
"Indiana","Medicaid","IET-AD","46.5","2019"
"Indiana","Medicaid","IET-AD","18.8","2019"
"Indiana","Medicaid","MPM-AD","86.2","2019"
"Indiana","Medicaid","AMR-AD","55.4","2019"
"Indiana","Medicaid","AMR-AD","58.6","2019"
"Indiana","Medicaid","AMR-AD","56.1","2019"
"Indiana","Medicaid","HPC-AD","88.3","2019"
"Indiana","Medicaid","HA1C-AD","84.3","2019"
"Indiana","Medicaid","CBP-AD","53.1","2019"
"Indiana","Medicaid","PPC-AD","59.2","2019"
"Indiana","Medicaid","ABA-AD","22.3","2019"
"Indiana","Medicaid","BCS-AD","38.4","2019"
"Indiana","Medicaid","CHL-AD","54.0","2019"
"Iowa","Medicaid","SAA-AD","60.6","2019"
"Iowa","Medicaid","AMM-AD","52.6","2019"
"Iowa","Medicaid","AMM-AD","32.7","2019"
"Iowa","Medicaid","SSD-AD","75.3","2019"
"Iowa","Medicaid","FUA-AD","43.4","2019"
"Iowa","Medicaid","FUA-AD","50.1","2019"
"Iowa","Medicaid","FUM-AD","32.3","2019"
"Iowa","Medicaid","FUM-AD","49.8","2019"
"Iowa","Medicaid","FUH-AD","32.2","2019"
"Iowa","Medicaid","FUH-AD","55.4","2019"
"Iowa","Medicaid","IET-AD","35.7","2019"
"Iowa","Medicaid","IET-AD","15.2","2019"
"Iowa","Medicaid","IET-AD","39.8","2019"
"Iowa","Medicaid","IET-AD","25.9","2019"
"Iowa","Medicaid","IET-AD","38.2","2019"
"Iowa","Medicaid","IET-AD","17.5","2019"
"Iowa","Medicaid","IET-AD","37.2","2019"
"Iowa","Medicaid","IET-AD","17.1","2019"
"Iowa","Medicaid","OHD-AD","13.6","2019"
"Iowa","Medicaid","MPM-AD","88.1","2019"
"Iowa","Medicaid","AMR-AD","39.7","2019"
"Iowa","Medicaid","AMR-AD","42.9","2019"
"Iowa","Medicaid","AMR-AD","40.8","2019"
"Iowa","Medicaid","HA1C-AD","86.2","2019"
"Iowa","Medicaid","PCR-AD","0.7057","2019"
"Iowa","Medicaid","PQI01-AD","22.5","2019"
"Iowa","Medicaid","PQI05-AD","85.1","2019"
"Iowa","Medicaid","PQI08-AD","23.6","2019"
"Iowa","Medicaid","PQI15-AD","6.6","2019"
"Iowa","Medicaid","CCP-AD","10.4","2019"
"Iowa","Medicaid","CCP-AD","35.6","2019"
"Iowa","Medicaid","CCP-AD","1.6","2019"
"Iowa","Medicaid","CCP-AD","10.8","2019"
"Iowa","Medicaid","BCS-AD","58.8","2019"
"Iowa","Medicaid","CCS-AD","52.6","2019"
"Iowa","Medicaid","CHL-AD","53.1","2019"
"Kentucky","Medicaid","MPM-AD","90.3","2019"
"Louisiana","Medicaid","SSD-AD","83.0","2019"
"Louisiana","Medicaid","CHL-AD","69.0","2019"
"Maryland","Medicaid","CBP-AD","60.1","2019"
"Maryland","Medicaid","ABA-AD","92.3","2019"
"Maryland","Medicaid","BCS-AD","66.1","2019"
"Massachusetts","Medicaid","SAA-AD","70.8","2019"
"Massachusetts","Medicaid","SSD-AD","79.2","2019"
"Massachusetts","Medicaid","OHD-AD","10.7","2019"
"Massachusetts","Medicaid","MPM-AD","87.2","2019"
"Massachusetts","Medicaid","AMR-AD","50.1","2019"
"Massachusetts","Medicaid","AMR-AD","59.0","2019"
"Massachusetts","Medicaid","AMR-AD","53.2","2019"
"Massachusetts","Medicaid","PQI01-AD","13.1","2019"
"Massachusetts","Medicaid","PQI05-AD","59.5","2019"
"Massachusetts","Medicaid","PQI08-AD","17.3","2019"
"Massachusetts","Medicaid","PQI15-AD","9.3","2019"
"Massachusetts","Medicaid","CCS-AD","70.8","2019"
"Massachusetts","Medicaid","CHL-AD","72.3","2019"
"Michigan","Medicaid","SAA-AD","59.1","2019"
"Michigan","Medicaid","AMM-AD","48.1","2019"
"Michigan","Medicaid","AMM-AD","27.9","2019"
"Michigan","Medicaid","SSD-AD","80.0","2019"
"Michigan","Medicaid","FUA-AD","18.2","2019"
"Michigan","Medicaid","FUA-AD","27.5","2019"
"Michigan","Medicaid","FUH-AD","41.7","2019"
"Michigan","Medicaid","FUH-AD","62.1","2019"
"Michigan","Medicaid","IET-AD","32.6","2019"
"Michigan","Medicaid","IET-AD","8.4","2019"
"Michigan","Medicaid","IET-AD","45.6","2019"
"Michigan","Medicaid","IET-AD","24.3","2019"
"Michigan","Medicaid","IET-AD","31.4","2019"
"Michigan","Medicaid","IET-AD","6.7","2019"
"Michigan","Medicaid","IET-AD","34.8","2019"
"Michigan","Medicaid","IET-AD","11.6","2019"
"Michigan","Medicaid","OHD-AD","2.1","2019"
"Michigan","Medicaid","MPM-AD","86.5","2019"
"Michigan","Medicaid","AMR-AD","51.3","2019"
"Michigan","Medicaid","AMR-AD","52.4","2019"
"Michigan","Medicaid","AMR-AD","51.6","2019"
"Michigan","Medicaid","HA1C-AD","83.8","2019"
"Michigan","Medicaid","PCR-AD","0.8576","2019"
"Michigan","Medicaid","PQI01-AD","23.9","2019"
"Michigan","Medicaid","PQI05-AD","88.8","2019"
"Michigan","Medicaid","PQI08-AD","33.7","2019"
"Michigan","Medicaid","PQI15-AD","7.9","2019"
"Michigan","Medicaid","CCP-AD","3.7","2019"
"Michigan","Medicaid","CCP-AD","29.3","2019"
"Michigan","Medicaid","CCP-AD","0.4","2019"
"Michigan","Medicaid","CCP-AD","8.1","2019"
"Michigan","Medicaid","PPC-AD","57.2","2019"
"Michigan","Medicaid","ABA-AD","61.9","2019"
"Michigan","Medicaid","BCS-AD","60.3","2019"
"Michigan","Medicaid","CCS-AD","46.1","2019"
"Michigan","Medicaid","CHL-AD","69.0","2019"
"Mississippi","Medicaid","SAA-AD","56.6","2019"
"Mississippi","Medicaid","AMM-AD","39.2","2019"
"Mississippi","Medicaid","AMM-AD","22.8","2019"
"Mississippi","Medicaid","SSD-AD","71.6","2019"
"Mississippi","Medicaid","FUA-AD","4.7","2019"
"Mississippi","Medicaid","FUA-AD","6.9","2019"
"Mississippi","Medicaid","FUM-AD","24.5","2019"
"Mississippi","Medicaid","FUM-AD","41.4","2019"
"Mississippi","Medicaid","FUH-AD","28.8","2019"
"Mississippi","Medicaid","FUH-AD","54.6","2019"
"Mississippi","Medicaid","IET-AD","43.8","2019"
"Mississippi","Medicaid","IET-AD","4.3","2019"
"Mississippi","Medicaid","IET-AD","21.4","2019"
"Mississippi","Medicaid","IET-AD","7.1","2019"
"Mississippi","Medicaid","IET-AD","39.4","2019"
"Mississippi","Medicaid","IET-AD","5.7","2019"
"Mississippi","Medicaid","IET-AD","35.7","2019"
"Mississippi","Medicaid","IET-AD","5.7","2019"
"Mississippi","Medicaid","OHD-AD","1.7","2019"
"Mississippi","Medicaid","MPM-AD","89.2","2019"
"Mississippi","Medicaid","AMR-AD","47.9","2019"
"Mississippi","Medicaid","AMR-AD","41.7","2019"
"Mississippi","Medicaid","AMR-AD","46.2","2019"
"Mississippi","Medicaid","HPC-AD","46.7","2019"
"Mississippi","Medicaid","HA1C-AD","86.3","2019"
"Mississippi","Medicaid","CBP-AD","49.4","2019"
"Mississippi","Medicaid","PCR-AD","0.8081","2019"
"Mississippi","Medicaid","PQI15-AD","4.0","2019"
"Mississippi","Medicaid","CCP-AD","14.5","2019"
"Mississippi","Medicaid","CCP-AD","49.2","2019"
"Mississippi","Medicaid","CCP-AD","0.1","2019"
"Mississippi","Medicaid","CCP-AD","8.2","2019"
"Mississippi","Medicaid","PPC-AD","63.1","2019"
"Mississippi","Medicaid","ABA-AD","87.6","2019"
"Mississippi","Medicaid","BCS-AD","53.3","2019"
"Mississippi","Medicaid","CCS-AD","55.6","2019"
"Mississippi","Medicaid","CHL-AD","59.4","2019"
"Nevada","Medicaid","SAA-AD","38.5","2019"
"Nevada","Medicaid","SSD-AD","78.1","2019"
"Nevada","Medicaid","FUA-AD","13.0","2019"
"Nevada","Medicaid","FUA-AD","18.0","2019"
"Nevada","Medicaid","FUM-AD","36.4","2019"
"Nevada","Medicaid","FUM-AD","46.8","2019"
"Nevada","Medicaid","FUH-AD","28.2","2019"
"Nevada","Medicaid","FUH-AD","46.1","2019"
"Nevada","Medicaid","IET-AD","41.5","2019"
"Nevada","Medicaid","IET-AD","10.1","2019"
"Nevada","Medicaid","IET-AD","56.0","2019"
"Nevada","Medicaid","IET-AD","24.6","2019"
"Nevada","Medicaid","IET-AD","45.0","2019"
"Nevada","Medicaid","IET-AD","9.2","2019"
"Nevada","Medicaid","IET-AD","44.8","2019"
"Nevada","Medicaid","IET-AD","12.3","2019"
"Nevada","Medicaid","HPC-AD","44.8","2019"
"Nevada","Medicaid","HA1C-AD","79.9","2019"
"Nevada","Medicaid","CBP-AD","58.0","2019"
"Nevada","Medicaid","PPC-AD","61.1","2019"
"Nevada","Medicaid","BCS-AD","53.4","2019"
"New Hampshire","Medicaid","SAA-AD","80.9","2019"
"New Hampshire","Medicaid","AMM-AD","54.4","2019"
"New Hampshire","Medicaid","AMM-AD","41.4","2019"
"New Hampshire","Medicaid","SSD-AD","80.5","2019"
"New Hampshire","Medicaid","FUA-AD","21.6","2019"
"New Hampshire","Medicaid","FUA-AD","34.3","2019"
"New Hampshire","Medicaid","FUM-AD","70.8","2019"
"New Hampshire","Medicaid","FUM-AD","79.8","2019"
"New Hampshire","Medicaid","FUH-AD","55.1","2019"
"New Hampshire","Medicaid","FUH-AD","71.2","2019"
"New Hampshire","Medicaid","IET-AD","37.1","2019"
"New Hampshire","Medicaid","IET-AD","11.4","2019"
"New Hampshire","Medicaid","IET-AD","55.3","2019"
"New Hampshire","Medicaid","IET-AD","34.8","2019"
"New Hampshire","Medicaid","IET-AD","34.3","2019"
"New Hampshire","Medicaid","IET-AD","9.1","2019"
"New Hampshire","Medicaid","IET-AD","42.0","2019"
"New Hampshire","Medicaid","IET-AD","18.2","2019"
"New Hampshire","Medicaid","OHD-AD","16.3","2019"
"New Hampshire","Medicaid","MPM-AD","87.4","2019"
"New Hampshire","Medicaid","AMR-AD","55.0","2019"
"New Hampshire","Medicaid","AMR-AD","58.6","2019"
"New Hampshire","Medicaid","AMR-AD","55.9","2019"
"New Hampshire","Medicaid","HPC-AD","33.8","2019"
"New Hampshire","Medicaid","HA1C-AD","90.6","2019"
"New Hampshire","Medicaid","CBP-AD","66.6","2019"
"New Hampshire","Medicaid","PQI01-AD","29.5","2019"
"New Hampshire","Medicaid","PQI05-AD","97.6","2019"
"New Hampshire","Medicaid","PQI08-AD","27.0","2019"
"New Hampshire","Medicaid","PQI15-AD","4.4","2019"
"New Hampshire","Medicaid","CCP-AD","14.7","2019"
"New Hampshire","Medicaid","CCP-AD","46.6","2019"
"New Hampshire","Medicaid","CCP-AD","1.8","2019"
"New Hampshire","Medicaid","CCP-AD","15.9","2019"
"New Hampshire","Medicaid","PPC-AD","61.9","2019"
"New Hampshire","Medicaid","ABA-AD","86.7","2019"
"New Hampshire","Medicaid","BCS-AD","58.2","2019"
"New Hampshire","Medicaid","CCS-AD","62.5","2019"
"New Hampshire","Medicaid","CHL-AD","55.3","2019"
"New Mexico","Medicaid","SAA-AD","54.4","2019"
"New Mexico","Medicaid","AMM-AD","50.9","2019"
"New Mexico","Medicaid","AMM-AD","33.9","2019"
"New Mexico","Medicaid","SSD-AD","79.9","2019"
"New Mexico","Medicaid","FUA-AD","9.7","2019"
"New Mexico","Medicaid","FUA-AD","17.0","2019"
"New Mexico","Medicaid","FUM-AD","37.0","2019"
"New Mexico","Medicaid","FUM-AD","50.1","2019"
"New Mexico","Medicaid","FUH-AD","25.6","2019"
"New Mexico","Medicaid","FUH-AD","41.7","2019"
"New Mexico","Medicaid","IET-AD","38.3","2019"
"New Mexico","Medicaid","IET-AD","12.9","2019"
"New Mexico","Medicaid","IET-AD","56.6","2019"
"New Mexico","Medicaid","IET-AD","29.7","2019"
"New Mexico","Medicaid","IET-AD","40.1","2019"
"New Mexico","Medicaid","IET-AD","11.1","2019"
"New Mexico","Medicaid","IET-AD","41.8","2019"
"New Mexico","Medicaid","IET-AD","15.8","2019"
"New Mexico","Medicaid","MPM-AD","84.3","2019"
"New Mexico","Medicaid","AMR-AD","45.0","2019"
"New Mexico","Medicaid","AMR-AD","51.5","2019"
"New Mexico","Medicaid","AMR-AD","46.7","2019"
"New Mexico","Medicaid","HPC-AD","48.3","2019"
"New Mexico","Medicaid","HA1C-AD","84.9","2019"
"New Mexico","Medicaid","CBP-AD","50.4","2019"
"New Mexico","Medicaid","PCR-AD","0.5526","2019"
"New Mexico","Medicaid","PPC-AD","62.0","2019"
"New Mexico","Medicaid","ABA-AD","77.3","2019"
"New Mexico","Medicaid","BCS-AD","49.4","2019"
"New Mexico","Medicaid","CCS-AD","54.4","2019"
"New Mexico","Medicaid","CHL-AD","56.6","2019"
"New York","Medicaid","SAA-AD","64.1","2019"
"New York","Medicaid","AMM-AD","52.2","2019"
"New York","Medicaid","AMM-AD","37.7","2019"
"New York","Medicaid","SSD-AD","79.5","2019"
"New York","Medicaid","FUA-AD","21.2","2019"
"New York","Medicaid","FUA-AD","27.6","2019"
"New York","Medicaid","FUM-AD","57.6","2019"
"New York","Medicaid","FUM-AD","69.3","2019"
"New York","Medicaid","IET-AD","39.6","2019"
"New York","Medicaid","IET-AD","14.9","2019"
"New York","Medicaid","IET-AD","51.7","2019"
"New York","Medicaid","IET-AD","31.9","2019"
"New York","Medicaid","IET-AD","48.1","2019"
"New York","Medicaid","IET-AD","20.7","2019"
"New York","Medicaid","IET-AD","43.5","2019"
"New York","Medicaid","IET-AD","19.1","2019"
"New York","Medicaid","MPM-AD","88.8","2019"
"New York","Medicaid","AMR-AD","56.5","2019"
"New York","Medicaid","AMR-AD","58.9","2019"
"New York","Medicaid","AMR-AD","57.3","2019"
"New York","Medicaid","HA1C-AD","83.0","2019"
"New York","Medicaid","CBP-AD","64.7","2019"
"New York","Medicaid","PCR-AD","0.8434","2019"
"New York","Medicaid","PQI01-AD","8.9","2019"
"New York","Medicaid","PQI05-AD","55.1","2019"
"New York","Medicaid","PQI08-AD","19.1","2019"
"New York","Medicaid","PQI15-AD","7.5","2019"
"New York","Medicaid","CCP-AD","11.2","2019"
"New York","Medicaid","CCP-AD","32.9","2019"
"New York","Medicaid","CCP-AD","3.5","2019"
"New York","Medicaid","CCP-AD","9.8","2019"
"New York","Medicaid","BCS-AD","65.8","2019"
"New York","Medicaid","CCS-AD","61.3","2019"
"New York","Medicaid","CHL-AD","69.6","2019"
"North Carolina","Medicaid","SAA-AD","69.3","2019"
"North Carolina","Medicaid","AMM-AD","55.1","2019"
"North Carolina","Medicaid","AMM-AD","39.1","2019"
"North Carolina","Medicaid","SSD-AD","78.7","2019"
"North Carolina","Medicaid","FUA-AD","15.8","2019"
"North Carolina","Medicaid","FUA-AD","23.0","2019"
"North Carolina","Medicaid","FUM-AD","38.5","2019"
"North Carolina","Medicaid","FUM-AD","52.9","2019"
"North Carolina","Medicaid","FUH-AD","24.3","2019"
"North Carolina","Medicaid","FUH-AD","40.6","2019"
"North Carolina","Medicaid","IET-AD","43.5","2019"
"North Carolina","Medicaid","IET-AD","13.2","2019"
"North Carolina","Medicaid","IET-AD","56.1","2019"
"North Carolina","Medicaid","IET-AD","35.0","2019"
"North Carolina","Medicaid","IET-AD","40.1","2019"
"North Carolina","Medicaid","IET-AD","11.6","2019"
"North Carolina","Medicaid","IET-AD","44.2","2019"
"North Carolina","Medicaid","IET-AD","17.9","2019"
"North Carolina","Medicaid","OHD-AD","3.4","2019"
"North Carolina","Medicaid","MPM-AD","88.6","2019"
"North Carolina","Medicaid","AMR-AD","52.9","2019"
"North Carolina","Medicaid","AMR-AD","50.8","2019"
"North Carolina","Medicaid","AMR-AD","52.4","2019"
"North Carolina","Medicaid","HA1C-AD","75.7","2019"
"North Carolina","Medicaid","PCR-AD","0.8192","2019"
"North Carolina","Medicaid","PQI01-AD","24.4","2019"
"North Carolina","Medicaid","PQI05-AD","71.9","2019"
"North Carolina","Medicaid","PQI08-AD","40.8","2019"
"North Carolina","Medicaid","CCP-AD","15.1","2019"
"North Carolina","Medicaid","CCP-AD","44.4","2019"
"North Carolina","Medicaid","CCP-AD","0.8","2019"
"North Carolina","Medicaid","CCP-AD","12.6","2019"
