"state","population","measure_name","measure_abbreviation","state_rate","ffy","reporting_date","postcovid"
"Michigan","Medicaid","Contraceptive Care: Postpartum Women Ages 21-44","CCP-AD","22.7",2018,2019-06-01,0
"Michigan","Medicaid","Contraceptive Care: Postpartum Women Ages 21-44","CCP-AD","0.3",2018,2019-06-01,0
"Michigan","Medicaid","Contraceptive Care: Postpartum Women Ages 21-44","CCP-AD","8.5",2018,2019-06-01,0
"Michigan","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","57.6",2018,2019-06-01,0
"Michigan","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","58.1",2018,2019-06-01,0
"Michigan","Medicaid","Breast Cancer Screening: Ages 50-74","BCS-AD","60.8",2018,2019-06-01,0
"Michigan","Medicaid","Cervical Cancer Screening: Ages 21-64","CCS-AD","47.5",2018,2019-06-01,0
"Michigan","Medicaid","Chlamydia Screening in Women Ages 21-24","CHL-AD","68.5",2018,2019-06-01,0
"Mississippi","Medicaid","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64","SAA-AD","57.4",2018,2019-06-01,0
"Mississippi","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","37.3",2018,2019-06-01,0
"Mississippi","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","21.5",2018,2019-06-01,0
"Mississippi","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64","SSD-AD","70.8",2018,2019-06-01,0
"Mississippi","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","31.2",2018,2019-06-01,0
"Mississippi","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","49.2",2018,2019-06-01,0
"Mississippi","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","5.5",2018,2019-06-01,0
"Mississippi","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","8.2",2018,2019-06-01,0
"Mississippi","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older","FUH-AD","33.6",2018,2019-06-01,0
"Mississippi","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older","FUH-AD","59.4",2018,2019-06-01,0
"Mississippi","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","44.0",2018,2019-06-01,0
"Mississippi","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","4.3",2018,2019-06-01,0
"Mississippi","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","26.0",2018,2019-06-01,0
"Mississippi","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","10.1",2018,2019-06-01,0
"Mississippi","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","40.9",2018,2019-06-01,0
"Mississippi","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","7.0",2018,2019-06-01,0
"Mississippi","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","35.3",2018,2019-06-01,0
"Mississippi","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","7.3",2018,2019-06-01,0
"Mississippi","Medicaid","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older","MPM-AD","88.2",2018,2019-06-01,0
"Mississippi","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","45.0",2018,2019-06-01,0
"Mississippi","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","42.9",2018,2019-06-01,0
"Mississippi","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","44.4",2018,2019-06-01,0
"Mississippi","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75","HPC-AD","56.1",2018,2019-06-01,0
"Mississippi","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75","HA1C-AD","85.2",2018,2019-06-01,0
"Mississippi","Medicaid","Controlling High Blood Pressure: Ages 18-85","CBP-AD","41.9",2018,2019-06-01,0
"Mississippi","Medicaid","Plan All-Cause Readmissions: Ages 18-64","PCR-AD","0.4288",2018,2019-06-01,0
"Mississippi","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","57.1",2018,2019-06-01,0
"Mississippi","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","83.0",2018,2019-06-01,0
"Mississippi","Medicaid","Breast Cancer Screening: Ages 50-74","BCS-AD","54.5",2018,2019-06-01,0
"Mississippi","Medicaid","Cervical Cancer Screening: Ages 21-64","CCS-AD","62.8",2018,2019-06-01,0
"Mississippi","Medicaid","Chlamydia Screening in Women Ages 21-24","CHL-AD","63.8",2018,2019-06-01,0
"Nevada","Medicaid","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64","SAA-AD","40.1",2018,2019-06-01,0
"Nevada","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64","SSD-AD","79.4",2018,2019-06-01,0
"Nevada","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","41.9",2018,2019-06-01,0
"Nevada","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","51.0",2018,2019-06-01,0
"Nevada","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","9.2",2018,2019-06-01,0
"Nevada","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","13.0",2018,2019-06-01,0
"Nevada","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older","FUH-AD","32.7",2018,2019-06-01,0
"Nevada","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older","FUH-AD","49.8",2018,2019-06-01,0
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","39.2",2018,2019-06-01,0
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","9.3",2018,2019-06-01,0
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","43.7",2018,2019-06-01,0
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","14.6",2018,2019-06-01,0
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","39.2",2018,2019-06-01,0
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","8.6",2018,2019-06-01,0
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","39.4",2018,2019-06-01,0
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","9.9",2018,2019-06-01,0
"Nevada","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75","HPC-AD","43.2",2018,2019-06-01,0
"Nevada","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75","HA1C-AD","80.5",2018,2019-06-01,0
"Nevada","Medicaid","Controlling High Blood Pressure: Ages 18-85","CBP-AD","50.0",2018,2019-06-01,0
"Nevada","Medicaid","Contraceptive Care: Postpartum Women Ages 21-44","CCP-AD","8.6",2018,2019-06-01,0
"Nevada","Medicaid","Contraceptive Care: Postpartum Women Ages 21-44","CCP-AD","31.3",2018,2019-06-01,0
"Nevada","Medicaid","Contraceptive Care: Postpartum Women Ages 21-44","CCP-AD","0.2",2018,2019-06-01,0
"Nevada","Medicaid","Contraceptive Care: Postpartum Women Ages 21-44","CCP-AD","4.4",2018,2019-06-01,0
"Nevada","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","60.6",2018,2019-06-01,0
"Nevada","Medicaid","Breast Cancer Screening: Ages 50-74","BCS-AD","54.3",2018,2019-06-01,0
"New Hampshire","Medicaid","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64","SAA-AD","79.7",2018,2019-06-01,0
"New Hampshire","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","57.1",2018,2019-06-01,0
"New Hampshire","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","41.0",2018,2019-06-01,0
"New Hampshire","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64","SSD-AD","81.9",2018,2019-06-01,0
"New Hampshire","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","75.3",2018,2019-06-01,0
"New Hampshire","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","84.0",2018,2019-06-01,0
"New Hampshire","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","22.7",2018,2019-06-01,0
"New Hampshire","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","34.6",2018,2019-06-01,0
"New Hampshire","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older","FUH-AD","53.6",2018,2019-06-01,0
"New Hampshire","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older","FUH-AD","71.7",2018,2019-06-01,0
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","38.9",2018,2019-06-01,0
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","13.8",2018,2019-06-01,0
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","49.6",2018,2019-06-01,0
"North Carolina","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","46.5",2018,2019-06-01,0
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","34.5",2018,2019-06-01,0
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","33.5",2018,2019-06-01,0
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","10.9",2018,2019-06-01,0
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","40.2",2018,2019-06-01,0
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","19.6",2018,2019-06-01,0
"New Hampshire","Medicaid","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older","MPM-AD","87.0",2018,2019-06-01,0
"New Hampshire","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","56.0",2018,2019-06-01,0
"New Hampshire","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","69.0",2018,2019-06-01,0
"New Hampshire","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","58.9",2018,2019-06-01,0
"New Hampshire","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75","HPC-AD","32.5",2018,2019-06-01,0
"New Hampshire","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75","HA1C-AD","90.4",2018,2019-06-01,0
"New Hampshire","Medicaid","Controlling High Blood Pressure: Ages 18-85","CBP-AD","69.7",2018,2019-06-01,0
"New Hampshire","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","21.1",2018,2019-06-01,0
"New Hampshire","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","113.7",2018,2019-06-01,0
"New Hampshire","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","27.2",2018,2019-06-01,0
"New Hampshire","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18-39","PQI15-AD","7.0",2018,2019-06-01,0
"New Hampshire","Medicaid","Contraceptive Care: Postpartum Women Ages 21-44","CCP-AD","12.8",2018,2019-06-01,0
"New Hampshire","Medicaid","Contraceptive Care: Postpartum Women Ages 21-44","CCP-AD","47.0",2018,2019-06-01,0
"New Hampshire","Medicaid","Contraceptive Care: Postpartum Women Ages 21-44","CCP-AD","0.9",2018,2019-06-01,0
"New Hampshire","Medicaid","Contraceptive Care: Postpartum Women Ages 21-44","CCP-AD","16.3",2018,2019-06-01,0
"New Hampshire","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","65.4",2018,2019-06-01,0
"New Hampshire","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","90.7",2018,2019-06-01,0
"New Hampshire","Medicaid","Breast Cancer Screening: Ages 50-74","BCS-AD","60.2",2018,2019-06-01,0
"New Hampshire","Medicaid","Cervical Cancer Screening: Ages 21-64","CCS-AD","61.4",2018,2019-06-01,0
"New Hampshire","Medicaid","Chlamydia Screening in Women Ages 21-24","CHL-AD","56.6",2018,2019-06-01,0
"New Mexico","Medicaid","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64","SAA-AD","54.3",2018,2019-06-01,0
"New Mexico","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","48.7",2018,2019-06-01,0
"New Mexico","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","33.2",2018,2019-06-01,0
"New Mexico","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64","SSD-AD","76.9",2018,2019-06-01,0
"New Mexico","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","45.6",2018,2019-06-01,0
"New Mexico","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","59.0",2018,2019-06-01,0
"New Mexico","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","9.4",2018,2019-06-01,0
"New Mexico","Medicaid","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA/FUM-AD","16.7",2018,2019-06-01,0
"New Mexico","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older","FUH-AD","38.0",2018,2019-06-01,0
"New Mexico","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older","FUH-AD","61.6",2018,2019-06-01,0
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","37.9",2018,2019-06-01,0
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","12.3",2018,2019-06-01,0
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","47.5",2018,2019-06-01,0
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","26.3",2018,2019-06-01,0
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","40.4",2018,2019-06-01,0
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","11.4",2018,2019-06-01,0
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","39.8",2018,2019-06-01,0
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","14.9",2018,2019-06-01,0
"New Mexico","Medicaid","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older","MPM-AD","84.0",2018,2019-06-01,0
"New Mexico","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","46.5",2018,2019-06-01,0
"New Mexico","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","54.1",2018,2019-06-01,0
"New Mexico","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","48.6",2018,2019-06-01,0
"New Mexico","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75","HPC-AD","48.4",2018,2019-06-01,0
"New Mexico","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75","HA1C-AD","85.7",2018,2019-06-01,0
"New Mexico","Medicaid","Controlling High Blood Pressure: Ages 18-85","CBP-AD","49.9",2018,2019-06-01,0
"New Mexico","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","57.2",2018,2019-06-01,0
"New Mexico","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","79.9",2018,2019-06-01,0
"New Mexico","Medicaid","Breast Cancer Screening: Ages 50-74","BCS-AD","49.5",2018,2019-06-01,0
"New Mexico","Medicaid","Cervical Cancer Screening: Ages 21-64","CCS-AD","52.6",2018,2019-06-01,0
"New Mexico","Medicaid","Chlamydia Screening in Women Ages 21-24","CHL-AD","56.6",2018,2019-06-01,0
"New York","Medicaid","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64","SAA-AD","63.1",2018,2019-06-01,0
"New York","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","52.0",2018,2019-06-01,0
"New York","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","37.6",2018,2019-06-01,0
